frame_id,x,y,ekf_vx,ekf_vy,ekf_ax,ekf_ay,confidence,detected,track_id,height_meters,smoothed_vx,smoothed_vy,smoothed_velocity,smoothed_direction_angle,smoothed_direction,velocity_mps
895,835.3840942382812,575.5626220703125,0.0,0.0,0.0,0.0,0.46165502071380615,True,1,1.8682865849247685,0.0,0.0,0.0,0.0,E,0.0
896,833.9585733336411,565.8158908676494,-0.05085292178740014,-0.3477694982306993,-0.0009070776333023804,-0.006205399751652846,0.5822759866714478,True,1,1.9043855893790762,-0.05085292178740014,-0.3477694982306993,0.23431189428143542,49.15958499965366,NE,0.04807212248824383
897,833.9554853143139,565.7947727274417,-0.05090797384340695,-0.34814611430205905,-0.0009070776333023804,-0.006205399751652846,0.0,False,-1,1.904463804713179,-0.05090797384340695,-0.34814611430205905,0.2735330404109505,91.47534681413312,N,0.05611884903897849
898,833.9522889701235,565.7729137741189,-0.050964894442034954,-0.3485355132417112,-0.0009070776333023804,-0.006205399751652846,0.0,False,-1,1.9045447637995596,-0.050964894442034954,-0.3485355132417112,0.29325364705702495,93.86020999240566,N,0.06016478712991422
899,833.9491369983402,565.7513582637422,-0.05102096266926576,-0.348919081031898,-0.0009070776333023804,-0.006205399751652846,0.0,False,-1,1.904624599023177,-0.05102096266926576,-0.348919081031898,0.2998634436229769,95.02817670622913,N,0.061520872577967345
900,833.9459017584487,565.7292332960964,-0.05107844808905661,-0.3493123439639748,-0.0009070776333023804,-0.006205399751652846,0.0,False,-1,1.9047065433477912,-0.05107844808905661,-0.3493123439639748,0.3055757675282711,95.7072574480794,N,0.06269282987578166
901,833.9426569978829,565.7070432104439,-0.05113603776844757,-0.34970632014536224,-0.0009070776333023804,-0.006205399751652846,0.0,False,-1,1.9047887288502077,-0.05113603776844757,-0.34970632014536224,0.3102927408197536,96.15247589859297,N,0.06366057809247937
902,833.9393992525323,565.6847643165618,-0.05119379273448142,-0.3501014270675541,-0.0009070776333023804,-0.006205399751652846,0.0,False,-1,1.9048712432719936,-0.05119379273448142,-0.3501014270675541,0.31419183549753116,96.46733967990019,N,0.06446052790944534
903,833.9362234316003,565.6630456747083,-0.05125003265180174,-0.35048616940510013,-0.0009070776333023804,-0.006205399751652846,0.0,False,-1,1.9049516826862654,-0.05125003265180174,-0.35048616940510013,0.31745187985189005,96.70197175256952,N,0.06512936826857628
904,833.9329751459167,565.6408314561853,-0.05130749205906904,-0.3508792543831615,-0.0009070776333023804,-0.006205399751652846,0.0,False,-1,1.905033957569684,-0.05130749205906904,-0.3508792543831615,0.32021425038552315,96.88365652098899,N,0.06569610439205803
905,848.6497842634625,560.9584592797341,9.776493119121678,-4.1227530283216645,0.33579261360184337,-0.16729664870858263,0.3445056676864624,True,-1,1.9223760767417253,9.776493119121678,-4.1227530283216645,0.3501694339043703,95.7230599144193,N,0.07184179859888402
906,849.2602571747617,560.7009725035504,9.797438557962057,-4.133188343399443,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.923329731468332,9.797438557962057,-4.133188343399443,0.41644703067760863,93.5723720637733,N,0.08543950673094612
907,849.8847372248582,560.4374747763225,9.818818354227368,-4.143840061514659,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.9243056489765835,9.818818354227368,-4.143840061514659,0.5225680603342236,90.45629916725653,N,0.10721161160797772
908,850.5098565118211,560.1736036864237,9.840173512274554,-4.154479504519717,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.9252829493095418,9.840173512274554,-4.154479504519717,0.6666223711271211,86.53685595985694,N,0.13676622083783607
909,851.1206160899801,559.9156945184457,9.860993452067744,-4.164852294189966,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.9262381684502015,9.860993452067744,-4.164852294189966,0.843183400647828,82.05155845178118,N,0.1729900047980955
910,851.7523236129892,559.648836738965,9.882481333253795,-4.175557861747617,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.927226530596426,9.882481333253795,-4.175557861747617,1.104646761390129,75.48454182695365,N,0.22663260259423998
911,852.3602076124469,559.3919448782823,9.903114823931766,-4.185837759820888,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.9281779819322877,9.903114823931766,-4.185837759820888,1.3952177169562934,65.80108487286445,NE,0.28624700078917376
912,852.9928796689693,559.1244760948731,9.92454414181462,-4.196514150309225,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.9291686070560257,9.92454414181462,-4.196514150309225,1.725140898248945,55.40040900997271,NE,0.35393501821334095
913,853.6264132320438,558.8565400366497,9.945956374564291,-4.207182028741584,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.9301609628272236,9.945956374564291,-4.207182028741584,2.088567259021318,45.71946215529495,NE,0.4284966472082477
914,854.271111815834,558.5837768415319,9.967698743925373,-4.218014385922038,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.9311711968832155,9.967698743925373,-4.218014385922038,2.4804494542342566,37.80528796537577,NE,0.5088963595105644
915,854.9238999018686,558.307483678293,9.989665714362205,-4.228958642548004,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.932194504895211,9.989665714362205,-4.228958642548004,2.936052696681877,31.95637653201524,NE,0.6023692706666515
916,855.5582293425924,558.0389002876321,10.01096535635941,-4.239570426668575,0.33579261360184337,-0.16729664870858263,0.0,False,-1,1.9331892581939552,10.01096535635941,-4.239570426668575,3.4489636556748184,27.94867759455562,NE,0.707599602749818
