frame_id,x,y,ekf_vx,ekf_vy,ekf_ax,ekf_ay,confidence,detected,track_id,height_meters,smoothed_vx,smoothed_vy,smoothed_velocity,smoothed_direction_angle,smoothed_direction,velocity_mps
0,1833.6697998046875,1241.402587890625,0.0,0.0,0.0,0.0,0.8260918855667114,True,1,1.7011063187210649,0.0,0.0,0.0,0.0,E,0.0
1,1838.2891694803932,1245.8140917524195,0.1530983952602362,0.14620911217252294,0.0025370471022957038,0.002422882380550136,0.7653769850730896,True,1,1.692936867125149,0.1530983952602362,0.14620911217252294,0.14113228327988667,338.15928376041995,E,0.007839898336197705
2,1844.08689016003,1242.86603071237,3.961205670575167,-1.8327996818875498,0.6274992997726098,-0.3225405496982439,0.843859851360321,True,1,1.698396239421537,3.961205670575167,-1.8327996818875498,2.010417480656986,327.14308613949055,SE,0.11167869105049558
3,1854.4773343425595,1237.4090906875083,13.37535047966151,-6.839906684805291,3.320878855443408,-1.7559255800751328,0.8543362617492676,True,1,1.7085016839120217,13.37535047966151,-6.839906684805291,6.267049007622766,354.3256554577892,E,0.34813457237344464
4,1874.3956603760432,1235.1531612951853,32.1813907639242,-7.814108172128627,10.096643914540302,-1.9575880062266826,0.8071790337562561,True,1,1.7126793309348418,32.1813907639242,-7.814108172128627,6.3554170461013575,8.169883317920148,E,0.35304341691093044
5,1887.0369817896396,1233.9635862655364,39.29804310560531,-7.347607187147606,12.06024756558963,-1.5391370617242006,0.8416827321052551,True,1,1.7148822476564143,39.29804310560531,-7.347607187147606,7.676794234905767,12.522661976405846,E,0.42644591974901536
6,1889.1897556638662,1232.3636367694419,33.264737713649524,-7.393129655597602,7.806903220952157,-1.3780232615892052,0.8094802498817444,True,1,1.717845117093626,33.264737713649524,-7.393129655597602,9.524771904902185,13.40065721675111,E,0.5291010793173164
7,1887.385775203222,1229.4503571519783,22.91136598967223,-8.563366201447588,1.8193468322037196,-1.7446085641575901,0.7991557717323303,True,1,1.7232400793481881,22.91136598967223,-8.563366201447588,11.420768114070977,13.566371110895673,E,0.6344236687366428
8,1893.4390535892599,1225.9451901922182,23.4122071996433,-10.309824297495137,1.8323130028237111,-2.3634369039721506,0.7656981945037842,True,1,1.7297311292736701,23.4122071996433,-10.309824297495137,13.137520017594968,13.904178434706498,E,0.7297892369774004
9,1894.6592786913293,1220.6130081638655,18.23290360435194,-13.27464706291118,-0.8018345263648903,-3.4158160461193354,0.7448496222496033,True,1,1.739605540437286,18.23290360435194,-13.27464706291118,14.592401272636378,14.817567910899292,E,0.8106078906949509
10,1896.5536915017706,1214.6381830122702,15.364757751578505,-16.63585907513621,-2.002915260773002,-4.541850415447389,0.7769964933395386,True,1,1.7506700314587587,15.364757751578505,-16.63585907513621,15.787402281637261,16.36274055716101,E,0.8769901967449498
11,1889.0019113640706,1208.6283851773942,3.5879341033305567,-18.890492944455385,-6.769484146295152,-4.94159747560901,0.7300325036048889,True,1,1.7617992867085293,3.5879341033305567,-18.890492944455385,16.74773965644246,18.7832063133456,E,0.9303369379153786
12,1885.5149962818923,1203.1460898658104,-1.9574329614052184,-20.61464703889726,-8.3373647356028,-5.132555316095988,0.6940336227416992,True,1,1.7719516854336845,-1.9574329614052184,-20.61464703889726,17.514057846211642,21.91810626180882,E,0.9729059133570568
13,1885.367949708445,1194.7743235439407,-3.678532219001792,-24.07827376959102,-8.088499145948983,-5.910752395823682,0.7754974365234375,True,1,1.7874549564001097,-3.678532219001792,-24.07827376959102,18.12937990669529,25.637626247243,NE,1.0070870538169234
14,1880.8897813189365,1184.7907315849973,-8.485881506802365,-28.631897432998105,-9.10600386232605,-7.041447365799683,0.7995813488960266,True,1,1.8059430896574122,-8.485881506802365,-28.631897432998105,18.634983893899957,29.854799669204837,NE,1.0351733553061426
15,1870.7751179136617,1171.119707755338,-16.868058837187448,-34.630759389361884,-11.105170877560122,-8.419585726570592,0.8396361470222473,True,1,1.8312598004530778,-16.868058837187448,-34.630759389361884,20.02956366264917,37.78056080375163,NE,1.1126422614601614
16,1855.6633935540015,1161.4824126983224,-27.727799402098345,-37.28482519744114,-13.825505170860609,-8.604844939565078,0.7925198674201965,True,1,1.8491066431512548,-27.727799402098345,-37.28482519744114,21.360312633033374,47.54466879118374,NE,1.186565366765004
17,1839.810278243897,1152.1875182029391,-37.05818058420229,-38.5673271361208,-15.554145856235527,-8.238829656170507,0.7892184853553772,True,1,1.866319410735298,-37.05818058420229,-38.5673271361208,22.488013588808357,58.38452015550023,NE,1.2492091548583044
18,1827.0385366290539,1142.4280931331016,-42.98327965062874,-40.39886906931619,-16.14702795630914,-8.152845732772613,0.845453143119812,True,1,1.884392420123886,-42.98327965062874,-40.39886906931619,23.17823870862551,70.37000703797176,N,1.2875511602641472
19,1811.6266977813727,1132.0402236732116,-49.1097549325388,-41.56491819678593,-16.5462500206086,-7.794545763609895,0.8248692750930786,True,1,1.9036292154199788,-49.1097549325388,-41.56491819678593,24.242904567040704,82.57761752854691,N,1.346693348699111
20,1802.4090032242093,1121.6083024809277,-50.832078919636245,-43.261496431761245,-15.84378623633218,-7.710543940563495,0.8383058309555054,True,1,1.9229475879982822,-50.832078919636245,-43.261496431761245,25.189358960753594,93.91202569378231,N,1.3992688902698622
21,1784.4231462200198,1112.3329068122093,-56.87894716015539,-43.14748972530326,-16.199898274589064,-7.068895256907909,0.7727137207984924,True,1,1.9401242466440567,-56.87894716015539,-43.14748972530326,26.074574610313086,103.91897259708315,N,1.448442619602892
22,1771.2812384171104,1105.286079093444,-59.87472768498357,-42.43820092159048,-15.905892832235185,-6.418476769218946,0.7894171476364136,True,1,1.9531739276047335,-59.87472768498357,-42.43820092159048,27.00065330995485,112.51371429722764,NW,1.499886291367992
